"entity_name","case_no","date","status"
"Q.C. Estonian OÜ","C201182","05.06.2020","finished"
"QuantumLeap OÜ","C220401","03.05.2022","finished"
"QuantumLeap OÜ","C200167","27.01.2020","finished"
"QuantumLeap OÜ","C210118","27.01.2021","finished"
"QuantumLeap OÜ","C220087","27.01.2022","finished"
"QuantumLine OÜ","C200544","27.03.2020","finished"
"QuantumTeam OÜ","C201402","06.07.2020","in progress"
"QuantumTeam OÜ","C201376","01.07.2020","cancelled"
"QuantumTeam OÜ","C210032","07.01.2021","finished"
"QuantumTeam OÜ","C220019","07.01.2022","finished"
"Qubit Tech OÜ","C201158","03.06.2020","finished"
"Qubit Tech OÜ","C210522","04.05.2021","finished"
"R & R Worldwide OÜ","C200169","27.01.2020","finished"
"R.T Global OÜ","C210753","06.07.2021","finished"
"R.T Global OÜ","C201393","06.07.2020","finished"
"Radiant Services OÜ","C201046","21.05.2020","finished"
"Ranaqura Services OÜ","C201035","21.05.2020","finished"
"RecodecSolutions OÜ","C201052","21.05.2020","finished"
"Recommend OÜ","C230100","11.02.2023","finished"
"Recommend OÜ","C220137","11.02.2022","finished"
"Recommend OÜ","C210194","11.02.2021","finished"
"Recommend OÜ","C210935","02.09.2021","finished"
"Recommend OÜ","C220085","25.01.2022","finished"
"Recommend OÜ","C211274","10.12.2021","finished"
"Refrigerants Quota Solutions OÜ","C230411","14.04.2023","not started"
"Reval Sport Agency OÜ","C221087","03.10.2022","finished"
"Reval Sport Agency OÜ","C211052","03.10.2021","finished"
"Reval Sport Agency OÜ","C201900","03.10.2020","finished"
"Reval STC OÜ","C201908","06.10.2020","finished"
"Reval STC OÜ","C201513","23.07.2020","cancelled"
"RevenYOU OÜ","C201456","14.07.2020","finished"
"RevenYOU OÜ","C210170","05.02.2021","finished"
"Rewrite OÜ","C220573","29.06.2022","in progress"
"Romeo&Juliet OÜ","C220691","15.08.2022","finished"
"Romeo&Juliet OÜ","C211150","04.11.2021","finished"
"Romeo&Juliet OÜ","C202069","04.11.2020","finished"
"Ronis Commerce OÜ","C202154","23.11.2020","finished"
"Ronis Commerce OÜ","C230012","05.01.2023","finished"
"Ronis Commerce OÜ","C220781","17.09.2022","finished"
"Ronis Commerce OÜ","C230251","16.03.2023","not started"
"Ronis Commerce OÜ","C221251","16.12.2022","finished"
"Ronis Commerce OÜ","C210991","17.09.2021","finished"
"Ronis Commerce OÜ","C201804","17.09.2020","finished"
"ROOT International Trading and Consulting OÜ","C230149","16.02.2023","in progress"
"Rossolis OÜ","C220303","01.04.2022","finished"
"Rossolis OÜ","C220169","21.02.2022","finished"
"Rossolis OÜ","C230102","12.02.2023","in progress"
"Rotech Projects OÜ","C220446","18.05.2022","cancelled"
"Rotech Projects OÜ","C230274","18.03.2023","cancelled"
"Roy Services OÜ","C220230","10.03.2022","finished"
"Roy Services OÜ","C210304","10.03.2021","finished"
"Roy Services OÜ","C230108","14.02.2023","finished"
"Roy Services OÜ","C200455","10.03.2020","finished"
"RSN Finance OÜ","C220205","02.03.2022","finished"
"RSN Finance OÜ","C211285","14.12.2021","finished"
"RSN Finance OÜ","C220442","17.05.2022","finished"
"RSN Finance OÜ","C201257","15.06.2020","finished"
"RSN Finance OÜ","C201054","21.05.2020","finished"
"RSN Finance OÜ","C201939","09.10.2020","finished"
"RSN Finance OÜ","C220784","19.09.2022","finished"
"RSN Finance OÜ","C230250","16.03.2023","not started"
"RSN Finance OÜ","C220128","08.02.2022","finished"
"RSN Finance OÜ","C220530","14.06.2022","finished"
"RSN Finance OÜ","C230034","13.01.2023","finished"
"RSN Finance OÜ","C210612","26.05.2021","finished"
"RSN Finance OÜ","C211078","09.10.2021","finished"
"RSN Finance OÜ","C221105","09.10.2022","finished"
"Rubigo Invest OÜ","C200103","16.01.2020","finished"
"RuSky Estonia OÜ","C220070","20.01.2022","finished"
"RuSky Estonia OÜ","C200746","17.04.2020","finished"
"RuSky Estonia OÜ","C210466","17.04.2021","finished"
"RuSky Estonia OÜ","C220350","17.04.2022","finished"
"RuSky Estonia OÜ","C230270","18.03.2023","in progress"
"S4FE OÜ","C220706","20.08.2022","finished"
"S4FE OÜ","C211002","20.09.2021","finished"
"Sadad Management OÜ","C201497","21.07.2020","finished"
"Safe Space Africa OÜ","C230405","13.04.2023","not started"
"Safecap Technologies Limited OÜ","C200254","10.02.2020","finished"
"Saifer OÜ","C202018","26.10.2020","cancelled"
"Sakura Technologies OÜ","C220720","27.08.2022","finished"
"Sakura Technologies OÜ","C210929","31.08.2021","finished"
"Salus Implanta OÜ","C210518","03.05.2021","finished"
"Salus Implanta OÜ","C220508","08.06.2022","finished"
"Salus Implanta OÜ","C220458","24.05.2022","finished"
"Samadhi International OÜ","C210942","03.09.2021","finished"
"Samadhi International OÜ","C230378","06.04.2023","not started"
"Samadhi International OÜ","C220746","03.09.2022","finished"
"Samadhi International OÜ","C201716","03.09.2020","finished"
"Sandcastle Strategy OÜ","C210348","19.03.2021","finished"
"Sandcastle Strategy OÜ","C220161","18.02.2022","finished"
"Sandcastle Strategy OÜ","C210422","07.04.2021","finished"
"Sandcastle Strategy OÜ","C230133","14.02.2023","in progress"
"Santos Capital OÜ","C201663","21.08.2020","finished"
"Savvi Services OÜ","C201050","21.05.2020","finished"
"SBS Mittweida OÜ","C210019","04.01.2021","finished"
"SBS Mittweida OÜ","C211253","04.12.2021","finished"
"SBS Mittweida OÜ","C221224","04.12.2022","finished"
"ScanEarth OÜ","C220231","10.03.2022","finished"
"ScanEarth OÜ","C230128","14.02.2023","finished"
"ScanEarth OÜ","C230297","20.03.2023","finished"
"ScanEarth OÜ","C210306","10.03.2021","finished"
"SDGs ActionConsulting OÜ","C211217","22.11.2021","not started"
"SDGs ActionConsulting OÜ","C221085","02.10.2022","in progress"
"SDGs ActionConsulting OÜ","C211144","02.11.2021","finished"
"Sea Breeze Holdings Ltd. Eesti filiaal","C220061","18.01.2022","finished"
"Sea-Freight Automation Framework Foundation MTÜ","C230051","18.01.2023","on hold"
"SEH OÜ","C230036","14.01.2023","in progress"
"SEH OÜ","C220146","14.02.2022","in progress"
"SelfExchange OÜ","C201262","16.06.2020","finished"
"Services Company OÜ","C202093","08.11.2020","finished"
"Sheridan Solutions OÜ","C201669","24.08.2020","finished"
"Silver Alt Investments OÜ","C230401","13.04.2023","not started"
"Silver Alt Investments OÜ","C220320","06.04.2022","finished"
"Silver Alt Investments OÜ","C230202","07.03.2023","in progress"
"Silver Alt Investments OÜ","C210413","06.04.2021","finished"
"Singlebell OÜ","C202268","15.12.2020","finished"
"SJG Ventures OÜ","C200270","12.02.2020","finished"
"Skyl Investments OÜ","C230201","07.03.2023","in progress"
"Skyl Investments OÜ","C210412","06.04.2021","finished"
"Skyl Investments OÜ","C220319","06.04.2022","finished"
"SLOTH SOFTWARE SOLUTIONS OÜ","C220459","24.05.2022","finished"
"SLOVRU Consult OÜ","C211175","11.11.2021","finished"
"Smart Financial Services OÜ","C210039","09.01.2021","finished"
"SmartCoin Services OÜ","C201144","02.06.2020","finished"
"SmartGroup OÜ","C200104","16.01.2020","finished"
"SmartMind OÜ","C220798","24.09.2022","in progress"
"SmartMind OÜ","C201852","24.09.2020","finished"
"SmartMind OÜ","C211022","24.09.2021","finished"
"SmartStone OÜ","C210120","27.01.2021","finished"
"SmartStone OÜ","C200170","27.01.2020","finished"
"SOBA 4488 OÜ","C220407","04.05.2022","finished"
"SOBA 4488 OÜ","C230195","04.03.2023","in progress"
"SoftSkyTech OÜ","C230135","14.02.2023","in progress"
"SoftSkyTech OÜ","C220241","12.03.2022","finished"
"SoftSkyTech OÜ","C210448","12.04.2021","finished"
"SoftSkyTech OÜ","C210634","31.05.2021","finished"
"SoftSkyTech OÜ","C210821","28.07.2021","finished"
"Solve.Care Digital Asset Operations OÜ","C201017","20.05.2020","finished"
"Solve.Care Digital Asset Operations OÜ","C221150","31.10.2022","in progress"
"Solve.Care Digital Asset Operations OÜ","C201266","16.06.2020","not started"
"Solve.Care Digital Asset Operations OÜ","C201230","11.06.2020","in progress"
"Solve.Care Foundation OÜ","C221277","30.12.2022","finished"
"Sonnendeck OÜ","C230223","14.03.2023","finished"
"Sonnendeck OÜ","C221220","02.12.2022","finished"
"Sonnendeck OÜ","C211262","07.12.2021","finished"
"Sonnendeck OÜ","C220234","10.03.2022","finished"
"Spasova","C220009","04.01.2022","finished"
"Speed Payments OÜ","C200450","09.03.2020","finished"
"Speed Payments OÜ","C210014","04.01.2021","finished"
"SpringContent OÜ","C201651","18.08.2020","finished"
"SquareTeam OÜ","C201151","02.06.2020","finished"
"SRT Global IC VE Dis Ticaret OÜ","C210338","17.03.2021","finished"
"SZBD TRADING OÜ on foundation","C230196","06.03.2023","in progress"
"StablecoinsEx OÜ","C220135","10.02.2022","finished"
"Stellarfin Technologies OÜ","C210415","06.04.2021","finished"
"Stellarfin Technologies OÜ","C220322","06.04.2022","finished"
"Stellarfin Technologies OÜ","C230204","07.03.2023","in progress"
"StreamGroup OÜ","C221253","18.12.2022","in progress"
"StreamGroup OÜ","C202287","18.12.2020","finished"
"StreamGroup OÜ","C211297","18.12.2021","finished"
"Stronghand Holdings OÜ","C220321","06.04.2022","finished"
"Stronghand Holdings OÜ","C230203","07.03.2023","in progress"
"Stronghand Holdings OÜ","C210414","06.04.2021","finished"
"Stronvar Investment OÜ","C200886","05.05.2020","finished"
"Sunsong Trading OÜ","C201195","09.06.2020","finished"
"Sunsong Trading OÜ","C230207","07.03.2023","in progress"
"Sunsong Trading OÜ","C210663","09.06.2021","finished"
"Sunsong Trading OÜ","C220511","09.06.2022","finished"
"Superpay Technology Estonia OÜ","C202026","27.10.2020","finished"
"Superpay Technology Estonia OÜ","C211101","17.10.2021","finished"
"Sustainable Cleaner Cooking Coalition MTÜ","C201994","21.10.2020","finished"
"Sustainable Cleaner Cooking Coalition MTÜ","C220151","15.02.2022","in progress"
"Sustainable Cleaner Cooking Coalition MTÜ","C230094","08.02.2023","finished"
"Sustainable Cleaner Cooking Coalition MTÜ","C221139","21.10.2022","finished"
"Sustainable Cleaner Cooking Coalition MTÜ","C211110","21.10.2021","finished"
"Sustainable Cleaner Cooking Coalition MTÜ","C230285","20.03.2023","not started"
"SVC International OÜ","C210447","12.04.2021","finished"
"SwissBorg Networks OÜ","C221207","29.11.2022","finished"
"SwissBorg Networks OÜ","C202185","29.11.2020","finished"
"SwissBorg Networks OÜ","C211235","29.11.2021","finished"
"SwissBorg Networks OÜ","C230338","24.03.2023","finished"
"SwissBorg Solutions OÜ","C220544","20.06.2022","finished"
"SwissBorg Solutions OÜ","C220600","11.07.2022","finished"
"SwissBorg Solutions OÜ","C220411","05.05.2022","finished"
"SwissBorg Solutions OÜ","C220330","08.04.2022","finished"
"SwissBorg Solutions OÜ","C220160","17.02.2022","finished"
"SwissBorg Solutions OÜ","C211162","09.11.2021","finished"
"SwissBorg Solutions OÜ","C220429","12.05.2022","in progress"
"SwissBorg Solutions OÜ","C230072","31.01.2023","finished"
"SwissBorg Solutions OÜ","C220238","11.03.2022","finished"
"SwissBorg Solutions OÜ","C200758","17.04.2020","finished"
"SwissBorg Solutions OÜ","C221143","24.10.2022","finished"
"SwissBorg Solutions OÜ","C201339","26.06.2020","finished"
"SwissBorg Solutions OÜ","C230073","31.01.2023","finished"
"SwissBorg Solutions OÜ","C201894","01.10.2020","finished"
"SwissBorg Solutions OÜ","C230337","24.03.2023","in progress"
"SwissBorg Solutions OÜ","C201484","17.07.2020","finished"
"SwissBorg Solutions OÜ","C220603","12.07.2022","finished"
"SwissBorg Solutions OÜ","C230098","08.02.2023","finished"
"SwissBorg Solutions OÜ","C220239","11.03.2022","finished"
"SwissBorg Solutions OÜ","C201322","24.06.2020","finished"
"SwissBorg Solutions OÜ","C210705","24.06.2021","finished"
"SwissBorg Solutions OÜ","C220715","26.08.2022","finished"
"SwissBorg Solutions OÜ","C220622","20.07.2022","finished"
"SwissBorg Solutions OÜ","C220464","25.05.2022","finished"
"SwissBorg Solutions OÜ","C211096","14.10.2021","finished"
"SwissBorg Solutions OÜ","C220552","24.06.2022","finished"
"Z&A Exchange OÜ","C200942","12.05.2020","finished"
"Z&A Exchange OÜ","C201412","07.07.2020","finished"
"Z&A Exchange OÜ","C201396","06.07.2020","finished"
"Zdepot OÜ","C200224","04.02.2020","finished"
"Zeevaluebit Technologies OÜ","C200206","01.02.2020","finished"
"Zen Global Holdings OÜ","C201366","30.06.2020","finished"
"Zen Global Holdings OÜ","C210728","30.06.2021","finished"
"ZeroTime OÜ","C210926","30.08.2021","finished"
"ZeroTime OÜ","C210852","05.08.2021","finished"
"ZPoint OÜ","C210334","16.03.2021","finished"
"ZPoint OÜ","C220251","16.03.2022","finished"
"ZPoint OÜ","C230265","17.03.2023","in progress"
"ZPoint OÜ","C230112","14.02.2023","finished"
"ZTCSOFTWARE OÜ","C230174","27.02.2023","finished"
"ZYTH TECHNOLOGY OÜ (-14718824)","C210410","06.04.2021","finished"
"T-Grid OÜ","C210388","30.03.2021","finished"
"TAKUMIJAPAN OÜ","C220716","26.08.2022","cancelled"
"TAKUMIJAPAN OÜ","C201308","21.06.2020","cancelled"
"TAKUMIJAPAN OÜ","C201407","07.07.2020","finished"
"TAKUMIJAPAN OÜ","C201436","09.07.2020","cancelled"
"Tatmas Exchange OÜ","C201270","17.06.2020","finished"
"Taurus Spedition OÜ","C201831","21.09.2020","finished"
"Taurus Spedition OÜ","C210165","05.02.2021","finished"
"Taurus Spedition OÜ","C210984","15.09.2021","finished"
"Taurus Spedition OÜ","C200245","06.02.2020","cancelled"
"Team100 OÜ","C201889","01.10.2020","finished"
"Team100 OÜ","C202120","13.11.2020","finished"
"Team100 OÜ","C220859","01.10.2022","finished"
"Team100 OÜ","C210816","27.07.2021","finished"
"Team100 OÜ","C211044","01.10.2021","finished"
"Tech View OÜ","C210083","19.01.2021","finished"
"Tech View OÜ","C210838","03.08.2021","cancelled"
"Tech View OÜ","C210614","26.05.2021","finished"
"Tech View OÜ","C201226","10.06.2020","finished"
"Tech View OÜ","C220309","04.04.2022","finished"
"TechBank OÜ","C200594","02.04.2020","finished"
"TechBank OÜ","C210400","02.04.2021","finished"
"TechBank OÜ","C220304","02.04.2022","finished"
"TechBank OÜ","C220170","21.02.2022","finished"
"TechBank OÜ","C221124","17.10.2022","cancelled"
"TechCapital Process OÜ","C202195","01.12.2020","finished"
"Techflame OÜ","C230237","15.03.2023","not started"
"Techflame OÜ","C211067","06.10.2021","finished"
"Techflame OÜ","C210918","27.08.2021","finished"
"Techflame OÜ","C221096","06.10.2022","finished"
"Techflame OÜ","C201907","06.10.2020","finished"
"Techflame OÜ","C210774","13.07.2021","finished"
"Techmeup OÜ","C201306","21.06.2020","finished"
"TechnoGroup OÜ","C230279","20.03.2023","in progress"
"TechnoGroup OÜ","C220384","30.04.2022","finished"
"TechnoGroup OÜ","C210502","30.04.2021","finished"
"TechnoPoint OÜ","C220053","18.01.2022","finished"
"TechnoSmart OÜ","C201554","29.07.2020","finished"
"TechnoWorld OÜ","C201871","28.09.2020","finished"
"TechPlus OÜ","C210913","25.08.2021","finished"
"TechVentures OÜ","C200063","12.01.2020","finished"
"TechVentures OÜ","C210050","12.01.2021","finished"
"TechVentures OÜ","C230029","12.01.2023","in progress"
"TechVentures OÜ","C220030","12.01.2022","finished"
"TempoTech OÜ","C210543","11.05.2021","finished"
"TempoTech OÜ","C201324","25.06.2020","finished"
"TempoTech OÜ","C201744","09.09.2020","finished"
"TempoTech OÜ","C220419","11.05.2022","finished"
"TempoTech OÜ","C221256","20.12.2022","cancelled"
"TempoTech OÜ","C221174","10.11.2022","finished"
"TENTH EXPRESS OÜ","C200852","30.04.2020","finished"
"TENTH EXPRESS OÜ","C202276","16.12.2020","finished"
"TENTH EXPRESS OÜ","C220385","30.04.2022","finished"
"TENTH EXPRESS OÜ","C210504","30.04.2021","finished"
"TENTH OÜ","C210510","30.04.2021","finished"
"TENTH OÜ","C200462","11.03.2020","finished"
"TENTH OÜ","C220235","11.03.2022","finished"
"TENTH OÜ","C230127","14.02.2023","finished"
"TENTH OÜ","C202275","16.12.2020","finished"
"TENTH OÜ","C230018","09.01.2023","finished"
"TENTH OÜ","C210994","17.09.2021","finished"
"TENTH OÜ","C210312","11.03.2021","finished"
"TENTH OÜ","C210034","07.01.2021","finished"
"Ternion OÜ","C210021","05.01.2021","finished"
"Tethys Trade OÜ","C221126","18.10.2022","finished"
"Tethys Trade OÜ","C230407","13.04.2023","in progress"
"Tethys Trade OÜ","C211102","18.10.2021","finished"
"Tethys Trade OÜ","C201983","18.10.2020","finished"
"Tillerson Corporation OÜ","C210794","21.07.2021","finished"
"Tillerson Corporation OÜ","C201493","21.07.2020","finished"
"TimeFlow OÜ","C201482","17.07.2020","finished"
"TimeSmart Team OÜ","C211088","13.10.2021","finished"
"TimeSmart Team OÜ","C201229","11.06.2020","finished"
"TimeSmart Team OÜ","C220522","11.06.2022","finished"
"Tinson Europe OÜ","C211097","15.10.2021","finished"
"Tinson Europe OÜ","C201931","08.10.2020","finished"
"Tinson Europe OÜ","C220329","07.04.2022","finished"
"Tiorga OÜ","C210847","04.08.2021","finished"
"Tiorga OÜ","C220372","27.04.2022","finished"
"Tiorga OÜ","C230348","28.03.2023","in progress"
"Tiorga OÜ","C220437","16.05.2022","finished"
"Tiorga OÜ","C210603","24.05.2021","finished"
"Tiorga OÜ","C220114","03.02.2022","finished"
"Tiorga OÜ","C211201","17.11.2021","finished"
"To whom it may concern","C230140","14.02.2023","cancelled"
"TopCoin Management OÜ","C200714","14.04.2020","finished"
"Topfinity OÜ","C211028","28.09.2021","finished"
"Topfinity OÜ","C230266","17.03.2023","not started"
"Topfinity OÜ","C201872","28.09.2020","finished"
"Topfinity OÜ","C220806","28.09.2022","finished"
"TR3ZORDIGITAL OÜ","C210022","05.01.2021","finished"
"TR3ZORDIGITAL OÜ","C221093","05.10.2022","cancelled"
"TR3ZORDIGITAL OÜ","C210644","02.06.2021","finished"
"TR3ZORDIGITAL OÜ","C230357","30.03.2023","in progress"
"TR3ZORDIGITAL OÜ","C201924","07.10.2020","finished"
"TR3ZORDIGITAL OÜ","C220069","20.01.2022","finished"
"TR3ZORDIGITAL OÜ","C211060","05.10.2021","finished"
"Trade IT hub OÜ","C230284","20.03.2023","in progress"
"Trade IT hub OÜ","C220156","17.02.2022","finished"
"Trade IT hub OÜ","C230113","14.02.2023","finished"
"Trade IT hub OÜ","C210211","17.02.2021","finished"
"TranzLey OÜ","C220569","29.06.2022","in progress"
"TreonX OÜ","C201179","05.06.2020","finished"
"Tribal Sensation OÜ","C230261","17.03.2023","finished"
"Tribal Sensation OÜ","C220112","03.02.2022","finished"
"Tribal Sensation OÜ","C220076","21.01.2022","finished"
"Tribal Sensation OÜ","C230082","03.02.2023","finished"
"Tribal Sensation OÜ","C210156","03.02.2021","finished"
"Trigen Estonia OÜ","C211296","17.12.2021","finished"
"Trigen Estonia OÜ","C230263","17.03.2023","finished"
"Trigen Estonia OÜ","C230002","02.01.2023","finished"
"Trijo Provider OÜ","C201541","28.07.2020","cancelled"
"Trijo Provider OÜ","C200362","26.02.2020","finished"
"Triplebow OÜ","C201810","17.09.2020","finished"
"Triplebow OÜ","C220731","30.08.2022","finished"
"TripleCom OÜ","C230107","14.02.2023","finished"
"TripleCom OÜ","C210255","27.02.2021","finished"
"TripleCom OÜ","C220187","27.02.2022","finished"
"TripleCom OÜ","C230267","17.03.2023","finished"
"Tsaturyan","C221196","22.11.2022","finished"
"tsgloBaltic OÜ","C220378","28.04.2022","finished"
"tsgloBaltic OÜ","C230283","20.03.2023","finished"
"tsgloBaltic OÜ","C210493","28.04.2021","finished"
"TTM Trading OÜ","C201731","07.09.2020","finished"
"TTM Trading OÜ","C201153","03.06.2020","cancelled"
"Tugarin","C210877","13.08.2021","finished"
"UbinerGlobal OÜ","C210029","06.01.2021","finished"
"UbinerGlobal OÜ","C220018","06.01.2022","finished"
"UCC ICO OÜ","C192438","29.12.2019","finished"
"UCC ICO OÜ","C202318","29.12.2020","finished"
"Undream Private Limited OÜ (on foundation)","C220581","01.07.2022","in progress"
"Uniquetour Events OÜ","C210987","16.09.2021","finished"
"Uniquetour Events OÜ","C200719","15.04.2020","finished"
"Uniquetour Events OÜ","C201979","16.10.2020","finished"
"Uniquetour Events OÜ","C211100","16.10.2021","cancelled"
"University of Applied Management International OÜ","C210505","30.04.2021","finished"
"University of Applied Management International OÜ","C230290","20.03.2023","not started"
"University of Applied Management International OÜ","C220386","30.04.2022","finished"
"Unmanned Systems OÜ","C201246","13.06.2020","finished"
"Unmanned Systems OÜ","C210671","13.06.2021","finished"
"UNORDINARY OÜ","C230060","23.01.2023","in progress"
"Upmarkets OÜ","C201286","17.06.2020","finished"
"Uprose Finmart OÜ","C200431","05.03.2020","finished"
"UrbanHill OÜ","C211130","29.10.2021","finished"
"UrbanHill OÜ","C230257","16.03.2023","not started"
"UrbanHill OÜ","C202038","29.10.2020","finished"
"UrbanHill OÜ","C221148","29.10.2022","finished"
"Utorg OÜ","C220624","21.07.2022","finished"
"Utorg OÜ","C201315","22.06.2020","finished"
"Utorg OÜ","C210793","21.07.2021","finished"
"Utorg OÜ","C202267","15.12.2020","finished"
"Utorg OÜ","C201492","21.07.2020","finished"
"V Crowd OÜ","C210241","25.02.2021","finished"
"Valaji Corporation OÜ","C211015","22.09.2021","finished"
"Valaji Corporation OÜ","C230215","10.03.2023","in progress"
"Valaji Corporation OÜ","C220707","22.08.2022","finished"
"Valhall Trade OÜ","C230269","17.03.2023","in progress"
"Valhall Trade OÜ","C201044","21.05.2020","finished"
"Valhall Trade OÜ","C221108","10.10.2022","finished"
"Valhall Trade OÜ","C210590","21.05.2021","finished"
"Valhall Trade OÜ","C220452","21.05.2022","finished"
"ValleyCom OÜ","C201146","02.06.2020","finished"
"ValleyCom OÜ","C230243","15.03.2023","in progress"
"ValleyCom OÜ","C210512","02.05.2021","finished"
"ValleyCom OÜ","C220390","02.05.2022","finished"
"ValleyCom OÜ","C210966","10.09.2021","finished"
"ValleyWater OÜ","C220512","09.06.2022","finished"
"ValleyWater OÜ","C201198","09.06.2020","finished"
"ValleyWater OÜ","C210664","09.06.2021","finished"
"Vatachi Management OÜ","C201024","20.05.2020","finished"
"Veron Intl OÜ","C210648","03.06.2021","finished"
"Verticalchange OÜ","C210243","25.02.2021","finished"
"Via Medica OÜ","C220173","22.02.2022","finished"
"Via Medica OÜ","C210364","23.03.2021","finished"
"Via Medica OÜ","C210458","15.04.2021","finished"
"VILENGY EUROPE OÜ","C220765","09.09.2022","finished"
"VILENGY EUROPE OÜ","C221099","07.10.2022","in progress"
"VILENGY EUROPE OÜ","C220640","28.07.2022","finished"
"VILENGY EUROPE OÜ","C211280","13.12.2021","finished"
"VILENGY EUROPE OÜ","C201712","02.09.2020","finished"
"VILENGY EUROPE OÜ","C201547","28.07.2020","finished"
"VILENGY EUROPE OÜ","C201912","07.10.2020","finished"
"VILENGY EUROPE OÜ","C211070","07.10.2021","finished"
"VILENGY EUROPE OÜ","C201117","28.05.2020","finished"
"Vindigo Systems OÜ","C201033","20.05.2020","finished"
"Vintest Watches OÜ","C210507","30.04.2021","finished"
"Viral Estonia OÜ","C201485","17.07.2020","finished"
"Viral Estonia OÜ","C230406","13.04.2023","in progress"
"Viral Estonia OÜ","C201628","13.08.2020","finished"
"Viral Estonia OÜ","C220685","13.08.2022","finished"
"Viral Estonia OÜ","C210875","13.08.2021","finished"
"Viral Estonia OÜ","C201568","03.08.2020","in progress"
"Viral Estonia OÜ","C230281","20.03.2023","finished"
"Viral Estonia OÜ","C201431","08.07.2020","finished"
"Virarosi OÜ","C201978","15.10.2020","finished"
"Virarosi OÜ","C201127","29.05.2020","in progress"
"Virtual Trading Services OÜ","C230070","31.01.2023","finished"
"Virtual Trading Services OÜ","C220096","31.01.2022","cancelled"
"Virtual Trading Services OÜ","C220176","22.02.2022","finished"
"Virtual Trading Services OÜ","C210132","31.01.2021","finished"
"VisionWorks OÜ","C220469","27.05.2022","cancelled"
"VisionWorks OÜ","C210615","27.05.2021","finished"
"VIV OÜ","C230280","20.03.2023","finished"
"VIV OÜ","C221264","26.12.2022","finished"
"VIV OÜ","C230232","15.03.2023","finished"
"VIV OÜ","C220633","25.07.2022","finished"
"VIV OÜ","C230181","01.03.2023","finished"
"Vivaro Quadra OÜ","C211057","04.10.2021","finished"
"Vivaro Quadra OÜ","C201578","04.08.2020","finished"
"Vivaro Quadra OÜ","C210754","06.07.2021","cancelled"
"Vivaro Quadra OÜ","C201255","15.06.2020","finished"
"Vivaro Quadra OÜ","C211063","05.10.2021","finished"
"Vivaro Quadra OÜ","C201332","25.06.2020","finished"
"Vivaro Quadra OÜ","C202236","08.12.2020","finished"
"VNAuto Distribution OÜ","C230165","21.02.2023","in progress"
"Vpos OÜ","C211139","01.11.2021","finished"
"Vpos OÜ","C220369","25.04.2022","finished"
"VRMotion Communications OÜ","C210702","23.06.2021","finished"
"VRMotion Communications OÜ","C201670","24.08.2020","on hold"
"VRMotion Communications OÜ","C201318","23.06.2020","finished"
"VV Line Group OÜ","C200210","03.02.2020","finished"
"W-Stream Caspian Pipeline Company OÜ","C220106","02.02.2022","finished"
"W-Stream Caspian Pipeline Company OÜ","C210148","02.02.2021","finished"
"W.B.H. Walter B. Honorus OÜ","C230109","14.02.2023","finished"
"W.B.H. Walter B. Honorus OÜ","C210333","16.03.2021","finished"
"W.B.H. Walter B. Honorus OÜ","C230400","13.04.2023","not started"
"W.B.H. Walter B. Honorus OÜ","C220250","16.03.2022","finished"
"W.E Services OÜ","C201037","21.05.2020","finished"
"W9R Limited OÜ on foundation","C230311","21.03.2023","in progress"
"Wacrex solutions OÜ","C201960","13.10.2020","finished"
"Wagner Holding OÜ","C221173","10.11.2022","finished"
"Wagner Holding OÜ","C211166","10.11.2021","finished"
"Wagner Holding OÜ","C202251","11.12.2020","finished"
"Wallnut Management Consulting OÜ","C200421","04.03.2020","finished"
"WARI BANQUE OÜ","C220130","08.02.2022","finished"
"WARI BANQUE OÜ","C220453","21.05.2022","finished"
"WARI BANQUE OÜ","C220129","08.02.2022","finished"
"WARI BANQUE OÜ","C230242","15.03.2023","in progress"
"WarnesGroup OÜ","C220415","08.05.2022","finished"
"WarnesGroup OÜ","C230383","08.04.2023","in progress"
"WarnesGroup OÜ","C210536","08.05.2021","finished"
"WarnesGroup OÜ","C200379","28.02.2020","finished"
"WAWLLET ENTERPRISES OÜ","C201506","22.07.2020","finished"
"Whalemarkets Limited OÜ","C200523","24.03.2020","finished"
"WhiteCross OÜ","C210129","29.01.2021","finished"
"WhiteCross OÜ","C220091","29.01.2022","finished"
"WhiteCross OÜ","C230067","29.01.2023","finished"
"Windhan OÜ","C220149","15.02.2022","finished"
"WirebitDigital OÜ","C201192","08.06.2020","finished"
"Wisor Group OÜ","C230080","02.02.2023","finished"
"Wisor Group OÜ","C220677","11.08.2022","finished"
"Wisor Group OÜ","C220636","26.07.2022","finished"
"Wisor Group OÜ","C230343","27.03.2023","not started"
"Wisor Group OÜ","C220376","27.04.2022","finished"
"Wisor Group OÜ","C220153","16.02.2022","not started"
"Wisor Group OÜ","C220377","27.04.2022","finished"
"Wisor Group OÜ","C230318","22.03.2023","in progress"
"Wisor Solutions OÜ","C220520","10.06.2022","not started"
"Wisor Solutions OÜ","C210790","20.07.2021","finished"
"Wisor Solutions OÜ","C211226","24.11.2021","finished"
"Wisor Solutions OÜ","C220014","05.01.2022","in progress"
"Wisor Solutions OÜ","C211227","24.11.2021","finished"
"Wisor Solutions OÜ","C220481","30.05.2022","finished"
"WLLX DIGITAL ADVISORS OÜ","C201314","22.06.2020","finished"
